Artist,Title,Lyrics,Mood
Emmylou Harris,Queen Of The Silver Dollar,"She arrives in all her splendor
Each night at nine o'clock
Her chariot is the crosstown bus
That stops right down the block
Now the old piano minstrel plays her tune as she walks in
And the Queen of the Silver Dollar's home again

She's the Queen of the Silver Dollar
She rules this smokey kingdom
Scepter is a wine glass and a bar stool is her throne
Now the jesters flock around her tryna to win her favors
To see which one will take the
Queen of the Silver Dollar home

Now her royal dress is satin
It's shabby and it's torn
The royal jewels are rhinestones
The shoes are scuffed and worn
Of the many roads she's been down,
And the places that she's seen
Well they all look at her and say God save the queen

Now the Queen of the Silver Dollar
Is not as haughty as she seems
She was once an ordinary girl with ordinary dreams
But there's a man who found her
And he brought her to this world
He's the one who made a queen of a simple country girl

Yes I'm the Queen of the Silver Dollar
I rule this smokey kingdom
Scepter is a wine glass and a bar stool is my throne
Now the jesters flock around me tryin' to win my favors
To see which one will take the
Queen of the Silver Dollar home

Yes I'm the Queen of the Silver Dollar
I rule this smokey kingdom
Scepter is a wine glass and a bar stool is my throne
Now the jesters flock around me tryin' to win my favors
To see which one will take the
Queen of the Silver Dollar home
",relaxed
Earl Thomas Conley,I Can't Win For Losin' You,"Hey, how have you been?
Good to see you again
Gee, it's been a long time
How's that new man
Momma and Dad
Since I told you goodbye?
Now I'm still the same
Still raisin' Cain
Nobody's worried 'bout me
I come and I go, just as I please
Since I set myself free
But I can't win for losin' you
I just can't get over you
Bein' footloose and fancy free
Ain't all it's cracked up to be
And the grass ain't no greener
Here on the other side
I might win a heart or two
But I can't win for losin' you
Well I'm on my way, there's so much to say
Lord knows that I've had my time
But girl, you can bet I'll never forget
When you used to be mine
But I can't win for losin' you
I just can't get over you
Bein' footloose and fancy free
Ain't all it's cracked up to be
And the grass ain't no greener
Here on the other side
I might win a heart or two
But I can't win for losin' you
No I can't win for losin' you
I just can't get over you
Bein' footloose and fancy free",happy
Charley Pride,Kiss An Angel Good Mornin',"
Whenever I chance to meet some old friends on the street
They wonder how does a man get to be this way
I've always got a smilin' face any time and any place
And everytime they ask me why I just smile and say
You've got to kiss an angel good mornin'
And let her know you think about her when you're gone
Kiss an angel good mornin' and love her like a devil when you get back home

Well people may try to guess the secret of happiness
But some of them never learn it's a simple thing
The secret I'm speaking of is a woman and a man in love
And the answer is in the song that I always sing
You've got to kiss an angel good mornin'...
Kiss an angel good mornin'...
",happy
The Judds,Love Can Build A Bridge,"
I'd gladly walk across the desert
With no shoes upon my feet
To share with you the last bite
Of bread I had to eat
I would swim out to save you
In your sea of broken dreams
When all your hopes are sinkin'
Let me show you what love means

[Chorus]
Love can build a bridge
Between your heart and mine
Love can build a bridge
Don't you think it's time?
Don't you think it's time?

I would whisper love so loudly
Every heart could understand
That love and only love
Can join the tribes of man
I would give my heart's desire
So that you might see
The first step is to realize
That it all begins with you and me

[Repeat Chorus]

When we stand together
It's our finest hour
We can do anything, anything
Keep believin' in the power

[Repeat Chorus]

Love and only love
Love and only love",happy
Jack Ingram,Mustang Burn,"Well I don't give a damn that your car's on fire
It ain't none of my concern
I don't really care if you think I'm a lier
I know it's just because your getting burned
That ain't none of my concern
Cause I'm watchin' your mustang burn

And I know what your thinkin' man your heart is sinking
Your cars going up in flames
And it's driving you crazy just thinking hey maybe
That someone like me is to blame
But that ain't none of my concern
Cause I'm watchin your mustang burn
No it ain't none of my concern
Cause I'm watchin your mustang burn

Well she was a vision perfect dimensions
Of what you thought true love would be
And she looked so good
You were under her hood
While your girlfriend was smiling at me
What'd you expect me to do?
I ain't got no ties to you
And it ain't none of my concern
Cause I'm watchin your mustang burn
I said it ain't none of my concern
Because I'm watchin your mustang burn",angry
George Strait,TRUE,"True in this modern world when two lovers get together
Chances of 'em ever makin' it to forever
Couldn't be better than two in a million hearts.
Girl this ain't just another run of the mill emotion
What I'm feelin' is the definition of devotion,
My love for you is true.

[Chorus:]
True, like the sun comin' up each mornin'
Bright as the light in a baby's smile,
Sure as a mountain river windin',
Right as the rain fallin' from the sky,
Girl my love for you, is true.

True, not another minute on this Earth can be borrowed,
So there's no way to know when I'll live my last tomorrow
But everyday I get, I'll share with you.
This feelin' just keeps gettin' stronger as the time goes by
It's written on my face, you can see it in my eyes,
My love for you is true.
",relaxed
Vince Gill,When I Call Your Name,"I rushed home from work like I always do
I spent my whole day just thinking of you
When I walked through the front door my whole like was changed
Cause nobody answered when I called your name
A note on the table that told me goodbye
It said you'd grown weary of living a lie
Your love has ended but mine still remains
But nobody answers when I call your name
Oh the lonely sound of my voice calling
Is driving me insane
And just like rain the tears keep falling
Nobody answers when I call your name
Oh the lonely sound of my voice calling
Is driving me insane
And just like rain the tears keep falling
Nobody answers when I call your name
Oh nobody answers when I call your name",sad
Alabama,Old Flame,"I saw you staring at each other
I saw your eyes be-gin to glow
And I could tell you once were lover's
You ain't hiding nothing I don't know
There's an old flame, burning in your eyes
That tears can't drown, and make-up can't disguise
That old flame may not be stronger, but it's been burning longer
Than any spark I might have, started in your eyes
You said it ended when he left you
You say your love for him is gone
But those old memories still up set you
For I might be a memory before to long
There's an old flame burning in your eyes
That tears can't drown and make-up can't disguise
That old flame may not be stronger, but it's been burning longer
Than any spark I might have, started in your eyes
There's an old flame burning in your eyes
That tears can't drown, and make-up can't disguise",angry
Dwight Yoakam,Please Please Baby,"Please, please baby, baby come back home
'Cause it's so cold and dark here all alone
If you come back I promise I'll be good
If you come home, baby, I'll act like I should
I laughed when you packed your bags and told me goodbye
I hollered, I don't need you, ah but honey, that's a lie
Please, please baby, baby come back home
'Cause it's so cold and dark here all alone
If you come back I promise I'll be good
If you come home, baby, I'll act like I should
If you don't come dear, I know I'll go insane
Sweetheart, I plead guilty, darlin I'll take all the blame
Please, please baby, baby come back home
'Cause it's so cold and dark here all alone
If you come back I promise I'll be good
If you come home, baby, I'll act like I should
Please, please baby, baby come back home
'Cause it's so cold and dark here all alone
If you come back I promise I'll be good
If you come home, baby, I'll act like I should
If you come home, baby, I'll act like I should
If you come home, baby, I'll act like I should",relaxed
Eddie Rabbitt,You And I,"Just you and I
Sharing our love together
And I know in time
We'll build the dreams we treasure
And we'll be all right, just you and I
Just you and I
Sharing our love together
And I know in time
We'll build the dreams we treasure
We'll be all right, just you and I
And I remember our first embrace
That smile that was on your face
The promises that we made
And now, your love is my reward
And I love you even more
Than I ever did before
Just you and I
We can entrust each other
With you in my life
They'll never be another
We'll be all right, just you and I
And I remember our first embrace
That smile that was on your face
The promises that we made
And now, your love is my reward
And I love you even more
Than I ever did before
We made it, you and I",happy
Dwight Yoakam,Ain't That Lonely Yet,"You keep calling me on the telephone
You say you're all alone
Well that's real sad
And you keep leavin'
Notes stuck on my door
Guess you're hungry for some more
Girl that's too bad
'Cause I ain't that lonely yet
No I ain't that lonely yet
After what you put me through
I ain't that lonely yet
Once there was this spider in my bed
I got caught up in her web
Of love and lies
She spun her chains around my heart and soul
Never to let go
Oh but I survived
'Cause I ain't that lonely yet
No I ain't that lonely yet
After what you put me through
I ain't that lonely yet
There's nothing left that you can do
To try and bring me 'round
'Cause everything you do
Just brings me down
'Cause I ain't that lonely yet
No I ain't that lonely yet
After what you put me through
I ain't that lonely yet
'Cause I ain't that lonely yet
No I ain't that lonely yet
After what you put me through
No I ain't that lonely yet
'Cause I ain't that lonely yet
No I ain't that lonely yet
After what you put me through
No I ain't that lonely yet
'Cause I ain't that lonely yet
No I ain't that lonely yet",sad
Jonatha Brooke,Little Bird,"Oh little bird
Oh little bird I wanna sing like you
The whole day through
Oh little bird why can't I be like you?

Oh little bird
Oh little bird I wanna be that brave
And never save
My loving for some other rainy day

You fly away
When it's cold and you can't find another way
But you will sing and you will love until you find a place
You can stay
You can stay
And sing your little heart out til your dying day

I'll fly away
When it's cold and I can't find another way
I will sing and I will love until I find a place
I can stay
I can stay
And be as bold as you until my dying day

Oh little bird
Oh little bird I wanna sing like you
The whole day through
Oh little bird why can't I be like you?

Oh little bird
Oh little bird I wanna be that brave
And never save
My loving for some other rainy day

Oh little bird
Oh little bird now I will ne'er be blue
Because of you
Oh little bird now I can sing love true",relaxed
Quincy Jones,Killer Joe,"[Tone Loc]
Shucky Ducky, quack quack
Kick that sh�
Yeah, this is how we do it
Just lounging back, coolin� out
In here coolin� out with my girl Queen Latifah
You know what I�m saying?

[(Queen Latifah) + Tone Loc]
(Ha, what�s up, Tone?)
Ah baby, you know I�m just coolin�
How you doin�?
(It�s all love)
Yeah, well why don�t we just kick it?
Why don�t we break outta here
And go on over to Q�s Jook Joint, party down
(Q�s Jook Joint?) You know what I�m saying?
(Nah, you know I ain�t used to falling up in places like that
I ain�t that type of girl)
Yeah (What�s going on down there?)
Girl, don�t you know who�s gon� be there tonight?
Killer Joe, baby

[Instrumental]

Cool Joe, Mean Joe (Repeat 3X)
Cool Joe

Cool Joe, Mean Joe (Repeat 3X)
Cool Joe

[Queen Latifah + (Tone Loc)]
Yeah, Cool Joe cat
Where he gone at? When he coming back in mine?
Don�t he know that, �cause it show that
When he come home every time
And he ain�t no good, and I know I should
Let him go when he go, but�
Know that�s my Killer Joe
You can�t have him no more
It�s the way he walk, and talk and spits his game
The way he says his name
Killer Joe (Killer Joe, baby)
Cool Joe, Mean Joe
Cool Joe (Shucky Ducky, quack quack)
I love him so

[(Nancy Wilson) + Singers]
Cool Joe (Killer Joe), Mean Joe
Cool Joe (Let me know), Mean Joe
Cool Joe (Where�d you go), Mean Joe
Cool Joe (Hey, Joe�)
(Killer Joe)
Killer Joe, missed you so
Don�t it show; hey, Joe

Cool Joe, Mean Joe (Repeat 3X)
Cool Joe

Cool Joe (Killer Joe), Mean Joe
Cool Joe, Mean Joe
Cool Joe (Kiss me slow), Mean Joe
Cool Joe

Cool Joe, Mean Joe (Repeat 3X)
Cool Joe

[Outro: Tone Loc]
Yeah, I told you Killer Joe was coming down here tonight, baby

   
",sad
Roberta Flack & Donny Hathaway,Where Is The Love,"Where is the love (7 times) 
Where is the love 
You said you'd give to me 
Soon as you were free 
Will it ever be 
Where is the love?
You told me that you didn't love him
And you were gonna say goodbye 
But if you really didn't mean it 
Why did you have to lie?
Where is the love, 
You said was mine all mine, till the end of time 
Was it just a lie 
Where is the love
If you had had a sudden change of heart 
I wish that you would tell me so 
Don't leave me hangin' on the promises 
You've got to let me know
Oh how I wish I never met you 
I guess it must have been my fate 
To fall in love with someone else's love 
All I can do is wait 
(that's all I can do) 
Yeah yeah yeah
Where is the love (vamp until end)",happy
Jon B.,Someone To Love ,"Don't even like to think about it
I don't now what I would do without it
I only know I live and breath for your love
Baby you come to me in my time of need
When I needed you, you were there for me
Baby, the love from you is what you got me through
It's because of you I was able to
Give my heart again, you gave me
Someone to love
Someone to touch
Someone to hold
Oh someone to know
Someone to love
Someone to trust
Someone to hold
Oh someone to know
I thought I'd never love again
I though my life was over and
I didn't want to face nor even see another day
Suddenly form nowhere, baby you appeared
You dried my tears, you cared for me
Baby you love for me, truly rescued me
It's because of you, I was able to
Fall in love again, you gave me
For long in my life, I wouldn't let love inside
But I swallowed my pride the day you arrived
Now that your by my side
Everything is alright
It's because of you I was able to
Give my heart again, you gave me",happy
Jack Ingram,Love You,"Dang this sun
Dang this day
And I'm just trying to stay out of your dang ole' way
The heck with this
The heck with us
Shoot if I'll ever look back on where I've been
Shoot if I'll ever give away my heart again
Love you
Love this town
Love this mother lovin' truck
That keeps breaking lovin' down
There's only one four-letter word that'll do
Love you
Love your cat
Love this house
Well I can't believe myself
That I'm lovin' getting out
Love talkin'
Love fightin'
The thought of never seeing your lovin' face
Some words that some words just have to replace
Love you
Love this town
Yeah, I'm sick and lovin' tired of all your lovin' around
There's only one four-letter word that'll do
Love you
Love you
Love this town
Yeah, I'm sick and lovin' tired of all your lovin' around
There's only one four-letter word that'll do
Love you
Love this town
Love this mother lovin' truck
That keeps breaking lovin' down
There's only one four-letter word that'll do
Love you
Love you
Love you
Love you, honey.",happy
Taylor Dayne,I'll Always Love You,"I'll always love you
For the rest of my days
You have won my heart and my soul
With your sweet, sexy ways
You gave me hope
When I needed someone near
You bring me happiness
Everyday of every year
And I'll always love you
For all that you are
You have made my life complete
You're my lucky star
Your are the one
That I'd been searching for
You are my everything
Tell me who could ask for more
And I'll always love you
Honey, this will never end
I need you by my side, baby
You're my lover my friend
Oh, my friend
You gave my world
A thrill I've never known
And filled my eager heart
With a love to call my own
And I'll always love you
You must know how much I do
You can count on me forever
And I will take good care
Of you
I'll always love you
I'm so happy that your mine
I always love you
Till the end of time",happy
Santana,Whole Lotta Love ,"You need coolin', baby, I'm not foolin',
I'm gonna send you back to schoolin',
Way down inside honey, you need it,
I'm gonna give you my love,
I'm gonna give you my love.
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
You've been learnin', baby, I bean learnin',
All them good times, baby, baby, I've been yearnin',
Way, way down inside honey, you need it,
I'm gonna give you my love, I'm gonna give you my love, oh
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Love!
You've been coolin', baby, I've been droolin',
All the good times baby, I've been misusin',
Way, way down inside, I'm gonna give you my love,
I'm gonna give you every inch of my love,
Gonna give you my love, oh
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Way down inside, woman, you need, love.
Keep it coolin', baby.
Keep it coolin', baby.
Keep it coolin', baby.
Songwriters: Antoine Domin",happy
Soundgarden,Let Me Drown,"Stretch the bones over my skin
Stretch the skin over my head
I'm going to the holy land
Stretch the marks over my eyes
Burn the candles deep inside
Yeah you know where I'm coming from
So give up to greed, you don't have to feed me
Yeah, give up to fate, you don't have to need me
So let it go, let it go, let it go, won't you let it
Drown me in you, drown me in you, drown me in you
Slip down the darkness to the mouth
Damn the water burn the wine
I'm going home for the very last time
So throw it away, you don't have to take me
Make no mistakes I'm what you make me
So let it go, won't you let it go, won't you let it go, won't you let it?
And drown me in you, drown me in you, drown me in you
Drown me in you, drown me in
Drown me in, oh drown me in, yeah drown me in, yeah
I see you turn around and burning down
The feeling starts to sink
I feel the hurt surround me
Please dissolve me
She's resolved to be
So heal my wounds without a trace
And seal my tomb without my face
I'm going to the lonely place
Give up to greed, you don't have to feed me, yeah
Give up to fate, you don't have to need me
So let it go, won't you let it go, won't you let it go, won't you let it?
And drown me in you, drown me in you
Drown me in you, drown me in you
Drown me in you, drown me in you
Drown me in you, drown me in you
Drown me in",angry
Alice Cooper,Poison,"Your cruel device
Your blood, like ice
One look, could kill
My pain, your thrill
I wanna love you but I better not touch (don't touch)
I wanna hold you, but my senses tell me to stop
I wanna kiss you but I want it too much (too much)
I wanna taste you but your lips are venomous poison
You're poison, running through my veins
You're poison
I don't want to break these chains
Your mouth, so hot
Your web, I'm caught
Your skin, so wet
Black lace, on sweat
I hear you calling and it's needles and pins (and pins)
I wanna hurt you just to hear you screaming my name
Don't want to touch you but you're under my skin (deep in)
I wanna kiss you but your lips are venomous poison
You're poison, running through my veins
You're poison
I don't want to break these chains
Poison
One look, could kill
My pain, your thrill
I wanna love you but I better not touch (don't touch)
I wanna to hold you, but my senses tell me to stop
I wanna to kiss you but I want it too much (too much)
I wanna taste you but your lips are venomous poison
You're poison, running through my veins
You're poison
I don't want to break these chains
Poison (poison)
I wanna love you but I better not touch (don't touch)
I wanna hold you, but my senses tell me to stop
I wanna kiss you but I want it too much (too much)
I wanna taste you but your lips are venomous poison
Yeah, well I don't want to break these chains
Poison (poison)
Runnin' deep inside my veins
Burnin' deep inside my brain (poison)
Poisoning (poison)
I don't want to break these chains (poison)
Poison 
(Poison) I don't want to break these chains (poison)",angry
Dokken,Alone Again,"I'd like to see you in the morning light
I'd like to feel you when it comes tonight
Now i'm here and I'm all alone 
Still I know how it feels
I'm alone again
Tried so hard, to make you see
But I could'nt find the words
Now the tears, they fall like rain
I'm alone again without you
Alone again without you
Alone again
I said stay, but you turned away
Tried to say that it was me
Now I'm here, and I've lost my way
Still I know how it feels
I'm alone again
Tried so hard to make you see
But I could'nt find the words
Now the tears they fall like rain
I'm alone again without you
Alone again without you
Alone again...without you",sad
Iron Maiden,Phantom Of The Opera,"I've been looking so long for you now you won't get away from my grasp.
You've been living so long in hiding in hiding behind that false mask.
And you know and I know that you ain't got long now to last.
Your looks and your feelings are just the remains of your past.

You're standing in the wings, there you wait for the curtain to fall.
Knowing the terror and holding you have on us all.
Yeah, I know that you're gonna scratch me, maim me and maul.
You know I'm helpless from your mesmerising cat call.

Keep your distance, walk away, don't take his bait.
Don't you stray, don't fade away.
Watch your step, he's out to get you, come what may.
Don't you stray, from the narrow way.

I'm running and hiding in my dreams you're always there.
You're the Phantom of the Opera, you're the devil, you're just out to scare.
You damaged my mind and my soul it just floats through the air.
Haunt me, you taunt me, you torture me back at your lair.
",sad
Scorpions,Animal Magnetism,"You get me loose
I want ya, that's all I do
You leave me loose
I want ya, that's all I do
Make love to me right now
Love me till I'm down
You make me groove
I want ya, that's all I do
You let me groove
I want ya, that's all I do
Make love to me right now
Love me till I'm down
Who are you?
Your magic is strange and new
Who are you?
I want ya, that's all I do
Make love to me right now
Love me till I'm down
Make love to me right now
Love me till I'm down",happy
Black Sabbath,The Devil Cried,"One fine day in Hell
The master told a story
Someone lied so well
He sent him back to Glory
There are whispers between the screams
That this deed can be done
Even sinners must dream
And I can be the one to make the Devil cry
I can win this game
If all things come together
I know this sounds quite strange
I won't be smart, just clever
It's the law on the other side
Just the kill lets you run
And how many have tried?
I know I'll be the one to make the Devil cry
At last my time has come
I must not give him pleasure
I can be the one
One chance or burn forever
So I told him about my pain
And the life I've been through
He just smiled and the laughter came
Then I told him that I love you, and the Devil cried
Tears from his eyes
Eyes of fire
And the devil cried",angry
The Who,Long Live Rock,"
Down at the Astoria the scene was changing
Bingo and rock were pushing out X-rating
We were the first band to vomit in the bar
And find the distance to the stage too far
Meanwhile it's getting late at ten o'clock
Rock is dead they say
Long live rock.

Long live rock, I need it every night
Long live rock, come on and join the line
Long live rock, be it dead or alive

People walk in sideways pretending that they're leaving
We put on our makeup and work out all the lead-ins
Jack is in the alley selling tickets made in Hong Kong
Promoter's in the pay box wondering where the band's gone
Back in the pub the governor stops the clock
Rock is dead, they say
Long live rock

Long live rock, I need it every night
Long live rock, come on and join the line
Long live rock, be it dead or alive

Landslide, rocks are falling
Falling down 'round our very heads
We tried but you were yawning
Look again, rock is dead, rock is dead, rock is dead

The place is really jumping to the Hiwatt amps
'Til a 20-inch cymbal fell and cut the lamps
In the blackout they dance right into the aisle
And as the doors fly open even the promoter smiles
Someone takes his pants off and the rafters knock
Rock is dead, they say
Long live rock, long live rock, long live rock

Long live rock, long live rock, long live rock
Long live rock, long live rock, long live rock

Long live rock, I need it every night
Long live rock, come on and join the line
Long live rock, be it dead or alive

",sad
Led Zeppelin,Bring It On Home,"Baby
Mmm baby
'M gonna bring it on home to you
I've got my ticket, I've got that load
Gone up, go higher, all aboard
'M take my seat, a-right way back, ooooh yeah
Watch this train goin' down the track
Gonna bring it on home
Bring it on home to you
Watch out, watch out, man move
Try to tell you baby
What you tryin' to do
Tryin' to love me baby
Love some other man too
Bring it on home, bring it on home
Went 'n a little walk downtown, ah yeah
Missed 'n got back late
Found a note there waiting
An' it said, Daddy, I just can't wait
Bring it on home, bring it on home
Bring it back home, bring it back home to me baby
Tell you, pretty baby
You love to mess me 'roun'
I'm gonna give you lovin', baby
Gonna move you outta town
Bring it on home, bring it on home
Sweetest little baby
Daddy ever saw
I'm gonna keep you lovin' baby
I'm gonna give you more
Bring it on home, bring it on home
Bring it on home, alright
Bring it on home
Bring it on home to you",relaxed
Scorpions,Coming Home,"Every morning when I wake up yawning
I'm still far away
Trucks still rolling through the early morning
To the place we play
Boy you're home, you're dreaming, don't you know
The tour's still far away
Boy you're home, you're dreaming, don't you know
You're having just a break
Dream we're going out on stage, it feels like
Coming home again
Dream we're going out on stage, it feels like
Coming home again
Dream we're going out on stage, it feels like
Coming home again
It's great to be here to see you all
I know, for me it is like
Coming home
Day after day out on the road
There's no place too far that we wouldn't go
We go wherever you like
To rock 'n' roll
Jump on the seats, put your hands in the air
Give me a shout, let me hear you're out there
The wilder you scream for some more rock 'n' roll
The higher we'll go
Year after year out on the road
It's great to be here to rock you all
I know, for me it is like
Coming home
Like coming home",relaxed
Brian McKnight,Love Of My Life,"First time I look into your eyes
I saw heaven-oh-heaven in your eyes
Everything I did before you
Wasn't worth my time
It should have been you
You all the time
I do anything and everything
To please you
You know how much I need you
You're always always on my mind
You're more than wonderful
More than amazing
The irreplaceable love of my life
You're so incredible
Here in these arms of mine
The irreplaceable love of my life
Always seem like a reality
For love don't seem so far away
All I want to do
All I want to feel
All I want be is close to you (close to you)
Everyday is my lucky day
All I want to do is love you
I place no one above you
I tell you why
You're more than wonderful
More than amazing
The irreplaceable love, love of my life
You're so incredible
Here in these arms of mine
The irreplaceable love of my life
Baby you know
You know you're my one and only
All I want to do is be together
Sugar you know I'll never leave you lonely
In your eyes, In your eyes I see forever
Ohh Ohh oh oh
Ohh Ohh oh oh
You're more than wonderful
More than amazing
The irreplaceable love of my life
You're so incredible
Here in these arms tonight
The irreplaceable love of my life",happy
Lionel Richie,Penny Lover,"Du du du du du
du du du du du du
The first time I saw you
Oh, you looked so fine
And I had a feeling
One day you'd be mine
Honey you came along and captured my heart
Now my love is somewhere lost in your kiss
When I'm all alone it's you that I miss
Girl a love like yours is hard to resist
Oh, Oh, Ooh, Ooh, Oh
Penny lover, my love's on fire
Penny lover, you're my one desire
Tell me baby could this be true
That I could need someone, like I need you
Nights warm and tender
Lying next to you
Girl I surrender
Oh, what more can I do
I've spent all of my life in search of your love
Now there's one more thing I'd like to say
Don't you ever take your sweet love away
Girl I'll do anything, just please stay
Oh, Oh
I don't understand it, Oh what's come over me
But I'm not gonna worry, no not anymore
'Cause when a man's in love, he's only got one story
That's why my love is somewhere lost in your kiss
When I'm lost and alone it's you that I miss
With a love like yours, it's hard to resist
Ooh, Ooh, Oh
Penny lover, don't you walk on by (don't you walk on by)
Penny lover, don't you make me cry (don't you make me cry baby)
Penny lover, don't you walk on by (don't you walk on by)
Penny lover, don't you make me cry (Oh penny baby)
Penny lover, don't you walk on by (don't you walk on by)
I remember the first time I saw you baby
Penny lover, don't you make me cry
You had the look in your eye, you had the look in your eye, Yeah, Yeah
Oh Penny (Penny lover)
Oh penny baby",happy
Lisa Stansfield,Change,"If I could change the way I live my life today
I wouldn't change a single thing
'Cos if I change my world into another place
I wouldn't see your smiling face

Honey don't you worry, there's nothin' to worry for
'Cos if I didn't love you I wouldn't be here now
And if I didn't want you I would have turned around by now

You've got to believe me babe, believe that I love you so
'Cos if I didn't love you I would have turned around
And if I didn't want you, then I would want you out

This love, this love has filled me up
Ooh my love I'll never give you up
'Cos I'll always want your love

If I could change the way I live my life today
I wouldn't change a single thing
'Cos if I change my world into another place
I wouldn't see your smiling face

Believing is the answer, the answer to all your fears
When I first said I loved you, I went in for the kill
Now when I say I love you, I mean I always will

This love, this love has filled me up
Ooh my love I'll never give you up
'Cos I'll always want your love

If I could change the way I live my life today
I wouldn't change a single thing
'Cos if I change my world into another place
I wouldn't see your smiling face

This love, this love has filled me up
Ooh my love I'll never give you up
'Cos I'll always want your love

If I could change the way I live my life today
I wouldn't change a single thing
'Cos if I change my world into another place
I wouldn't see your smiling face",happy
Celine Dion,Love Can Move Mountains,"Faith
Trust
Love (love)
(Love can)
Love can move mountains
There ain't a dream
That don't have the chance to come true now
It just takes a little faith, baby
Anything that we want to do we can do now
There ain't nothing in our way, baby
Nothing our love couldn't rise above
We can get through the night
We can get through the light
Long as we got our love to light the way
Yeah, yeah, yeah, yeah, yeah
With a little faith
Just a little trust
If you believe in love
Love can move mountains
Believe in your heart
And feel, feel it in your soul
And love, love can
Love can move mountains
Oh yeah, baby
Oceans deep and mountains high
They can't stop us
Because love is on our side, baby
We can reach the heavens and touch the sky
Just believe it, believe in you and i, baby
If we got love that is strong enough
We can do anything, we'd get through anything
'Cause through it all, love will always find a way
Yeah, yeah, yeah, yeah, yeah
Just a little faith
Just a little trust
If you believe in love
Love can move mountains
Believe in your heart
And feel, feel it in your soul
And love, baby, love can
Love can move mountains
You got to feel it, baby (trust love, love can move mountains)
You got to feel it, baby (trust love, love can move mountains)
(You need love)
You got to feel it, baby (trust love, love can move mountains)
Oh yeah
You believe in me
I believe in you
If we believe in each other
Nothing we can't do
If we got love that is strong enough
Then we'll find a way
Just a little faith
Just a little trust
If you believe in 
Love can move mountains
Believe in your heart
And feel, feel it in your soul
And love, love can
Love can move mountains
Trust love, love can, love can move mountains (you need love baby)
Trust love, love can, love can move mountains (you got to feel it baby)
Love can, love can move mountains
Love (trust love, love can move mountains)
If you believe in me and I believe in you (trust love, love can move mountains)
We can believe in love, baby
Love will find a way (trust love, love can move mountains)
Love will find a way, baby
We'll believe in each other (trust love, love can move mountains)
Oh, baby
Believe in love (trust love, love can move mountains)
Love can move mountains
Believe if you're feeling love
Love
You got to believe it baby
You gotta, you gotta, you gotta
You gotta, you gotta, you gotta baby",happy
Jah Cure,Love Is,"Love is much more to life than just words
Love is much more than to say you love
Love is,  Call on me brother 
Love is,  Call on me sister 
When you love someone 
Love from your heart
'Cause love is the start 
Love is the answer for every question
Just ask yourself why 
Love is the key
Open the door when close your face
Love shows you the way 
When you're lost (lost)
And can't find your way
Love is the only thing we have to share
Don't you forget that, I hope you hear
Sending my message to you out there
I hope you get it clear
Do not be a sigmite and mistake every sound
Whenever you see my face
Always a smile but a resting frown
Love is much more to life than just words
Love is much more than to say you love
Love is,  Call on me brother 
Love is,  Call on me sister ",happy
Jody Watley,Looking For A New Love,"Hasta la vista, baby
You gave me love, you did me wrong
Didn't know what to do
But baby, I'm strong, gonna get over you
A new boy I'm gonna choose , you'll see
My love was true, still you threw it all away
Now other guys will have me, they'll appreciate my love
Tell me, how does it feel
You know that I needed you
You know that you meant the world to me
You know I had to have you
Now I'm gonna find somebody new
I'm looking for a new love, baby
A new love, yeah yeah yeah
I'm looking for a new love, baby
A new love, yeah yeah yeah
Was she hot, did she turn you out?
Curiosity rules my brain
Was she worth my heart? It's torn all apart
Are you going back again? Tell me
My love was true, still you threw it all away
But now you're like the rest, unworthy of my best
Hasta la vista, baby
You know that I needed you
You know that you meant the world to me
You know I had to have you
Now I'm gonna find somebody new
I'm looking for a new love, baby
A new love, yeah yeah yeah
I'm looking for a new love, baby
A new love, yeah yeah yeah
I'm looking for a new love, baby
A new love, yeah yeah yeah
I'm looking for a new love, baby
A new love, yeah yeah yeah
You know that I needed you
You know that you meant the world to me
I had to have you
Now I'm gonna find somebody new
I'm looking for a new love, baby
A new love, yeah yeah yeah
I'm looking for a new love, baby
A new love, yeah yeah yeah
I'm looking for a new love, baby
A new love, yeah yeah yeah
I'm looking for a new love, baby
A new love, yeah yeah yeah
Other guys will have me, they'll appreciate my love
Tell me, how does it feel
Now you're like the rest, unworthy of my best
Hasta la vista, baby
I'm looking for a new love, baby
(Other guys will have me, they'll appreciate my love)
I'm looking for a new love baby
(Tell me, how does it feel)
I'm looking for a new love baby
(Now you're like the rest, unworthy of my best)
I'm looking for a new love baby, a new love
I'm looking for a new love baby, a new love
I'm looking for a new love baby, a new love
Hasta la vista, baby",happy
