Artist,Title,Lyrics,Mood
Yes,I've Seen All Good People,"I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
Take a straight and stronger course
To the corner of your life
Make the white queen run so fast
She hasn't got time to make you a wife
'Cause it's time, it's time in time with your time
And its news is captured
For the queen to use!
Move me on to any black square
Use me anytime you want
Just remember that the goal
Is for us all to capture all we want (Move me on to any black square)
Don't surround yourself with yourself
Move on back two squares
Send an instant karma to me
Initial it with loving care (Don't surround yourself)
'Cause it's time, it's time in time with your time
And its news is captured
For the queen to use!
Diddit diddit diddit diddit diddit diddit diddit didda
Diddit diddit diddit diddit diddit diddit diddit didda (Don't surround yourself with yourself)
Don't surround yourself with yourself (Don't surround yourself)
Move on back two squares
Send an instant karma to me (Send an instant karma to me)
Initial it with loving care (Don't surround yourself)
'Cause it's time, it's time in time with your time
And its news is captured
For the queen to use!
Diddit diddit diddit diddit diddit diddit diddit didda (All we are saying)
Diddit diddit diddit diddit diddit diddit diddit didda (Is give peace a chance)
Diddit diddit diddit diddit diddit diddit diddit didda (All we are saying)
Diddit diddit diddit diddit diddit diddit diddit didda (Is give peace a chance
'Cause it's time, it's time in time with your time
And it's news is captured
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way",relaxed
Motley Crue,Home Sweet Home,"You know I'm a dreamer
But my heart's of gold
I had to run away high
So I wouldn't come home low
Just when things went right
It doesn't mean they were always wrong
Just take this song and you'll never feel
Left all alone
Take me to your heart
Feel me in your bones
Just one more night
And I'm comin' off this
Long and winding road
I'm on my way
I'm on my way
Home sweet home
Tonight tonight
I'm on my way
I'm on my way
Home sweet home
You know that I've seen
Too many romantic dreams
Up in lights, fallin' off
The silver screen
My heart's like an open book
For the whole world to read
Sometimes nothing keeps me together
At the seams
I'm on my way
I'm on my way
Home sweet home
Tonight tonight
I'm on my way
Just set me free
Home sweet home
Home sweet home
Home sweet home
Home sweet home
I'm on my way
I'm on my way
Home sweet home
Yeah yeah
I'm on my way
Just set me free
Home sweet home",relaxed
Lynyrd Skynyrd,You Got That Right,"Well I've heard lots of people say
They're gonna settle down
You don't see their faces
And they don't come around
Well I'm not that way
I got to move along

I like to drink and to dance all night
Comes to a fix not afraid to fight
You got that right
Said, you got that right
Sure got that right

Seems so long I been out on my own
Travel light and I'm always alone
Guess I was born with a travellin' bone
When my times up, I'll hold my own
You won't find me in an old folks home
You got that right
Well you got that right
Said, you got that right
Sure got that right
I tried everything in my life
Things I like I try 'em twice
You got that right
Sure got that right

Travellin' around the world, just singing my song
I got to go, Lord I can't stay long
Here comes that ol' travellin' jones once again
I like to drink and to dance all night
Comes to a fix not afraid to fight
You got that right
Said, you got that right
Well you got that right
Sure got that right
",angry
Bad Company,Feel Like Makin' Love,"Baby, when I think about you
I think about love
Darlin', don't live without you
And your love
If I had those golden dreams
Of my yesterdays
I would wrap you in the heaven
'Til I'm dyin' on the way
Feel like makin'
Feel like makin' love
Feel like makin' love to you
Baby, if I think about you
I think about love
Darlin', if I live without you
I live without love
If I had the sun and moon
And they were shinin'
I would give you both night and day
Of satisfyin'
Feel like makin'
Feel like makin' love
Feel like makin' love to you
And if I had those golden dreams
Of my yesterdays
I would wrap you in the heaven
'Til I'm dyin' on the way
Feel like makin' love
Feel like makin' love
Feel like makin' love
Feel like makin' love to you",happy
Jethro Tull,Locomotive Breath,"In the shuffling madness
Of the locomotive breath,
Runs the all, time loser,
Headlong to his death
He feels the piston scraping
Steam breaking on his brow
Old Charlie stole the handle and
The train it won't stop going
No way to slow down
He sees his children jumping off
At stations, one by one
His woman and his best friend
In bed and having fun
He's crawling down the corridor
On his hands and knees
Old Charlie stole the handle and
The train it won't stop going
No way to slow down
He hears the silence howling
Catches angels as they fall
And the all-time winner
Has got him by the balls
He picks up Gideons Bible
Open at page one
I think God He stole the handle and
The train won't stop going
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down",sad
Kenny G,What A Wonderful World ,"I see trees of green, red roses too
I see 'em bloom for me and you
And I think to myself, what a wonderful world!

I see skies of blue and clouds of white
The bright blessed days, the dark sacred nights
And I think to myself, what a wonderful world

The colors of the rainbow, so pretty in the sky
Are also on the faces of people goin' by
I see friends shakin' hands sayin',  How do you do?
Fairies sayin', I love you

I hear babies cry, I watch 'em grow
They'll learn much more than I'll ever know
And I think to myself, what a wonderful world!
Oh yes, I think to myself, what a wonderful world!
Oh yeah",relaxed
Bobby Caldwell,What You Won't Do For Love,"I guess you wonder where I've been
I searched to find a love within
I came back to let you know
Got a thing for you and I can't let go
My friends wonder what is wrong with me
Well I'm in a daze from your love, you see
I came back to let you know
Got a thing for you and I can't let go
Some people go around the world for love
But they may never find what they dream of
What you won't do, to do for love
You tried everything but you don't give up
In my world only you
Make me do for love what I would not do
My friends wonder what is wrong with me
But I'm in a daze from your love, you see
I came back to let you know
Got a thing for you and I can't let go
But then I only want the best, it's true
I can't believe the things I do for you
What you won't do, do for love
You've tried everything but you won't give up
In my world, only you make me do for love what I would not do
Make me do for love what I would not do
Make me do for love what I would not do
Make me do for love what I would not do",happy
Dave Matthews Band,Crash Into Me,"You've got your ball
you've got your chain
tied to me tight tie me up again
who's got their claws
in you my friend
Into your heart I'll beat again
Sweet like candy to my soul
Sweet you rock
and sweet you roll
Lost for you I'm so lost for you

You come crash into me
And I come into you
I come into you
In a boys dream
In a boys dream

Touch your lips just so I know
In your eyes, love, it glows so
I'm bare boned and crazy for you
When you come crash
into me, baby
And I come into you
In a boys dream
In a boys dream

If I've gone overboard
Then I'm begging you
to forgive me
in my haste
When I'm holding you so girl
close to me

Oh and you come crash
into me, baby
And I come into you
Hike up your skirt a little more
and show the world to me
Hike up your skirt a little more
and show your world to me
In a boys dream.. In a boys dream

Oh I watch you there
through the window
And I stare at you
You wear nothing but you
wear it so well
tied up and twisted
the way I'd like to be
For you, for me, come crash
into me
",angry
Michael Buble,Home,"Another summer day
Has come and gone away
In Paris and Rome
But I wanna go home

May be surrounded by
A million people I
Still feel all alone
Just wanna go home
Oh, I miss you, you know

And I've been keeping all the letters that I wrote to you
Each one a line or two
 I'm fine baby, how are you?
Well, I would send them but I know that it's just not enough
My words were cold and flat
And you deserve more than that

Another aeroplane
Another sunny place
I'm lucky, I know
But I wanna go home
I've got to go home

Let me go home
I'm just too far from where you are
I wanna come home

And I feel just like I'm living someone else's life
It's like I just stepped outside
When everything was going right
And I know just why you could not
Come along with me
This was not your dream
But you always believed in me

Another winter day has come
And gone away
In either Paris or Rome
And I wanna go home
Let me go home

And I'm surrounded by
A million people I
Still feel alone
And let me go home
Oh, I miss you, you know

Let me go home
I've had my run
Baby, I'm done
I gotta go home
Let me go home
It'll all be all right
I'll be home tonight
I'm coming back home

",relaxed
Anita Baker,Same Ole Love ,"Flashbacks of the times we've had
Some made us laugh and some made us sad
We used to break up to make up
All the fun that came from those love games
Oh well, I think I need someone new
Oh, it just won't do, because I think about you baby
From beginning to end, 365 days of the year
I want your same ol' love
All I want to you is keep on loving you
I want your same ol' love
There's a reason I feel this way
All the things you do, well it might be the things that you say
Your love never changes
It's like a picture in a frame and it remains the same
Your undying love for me
Oh, it keeps me strong, keeps me holding on
From beginning to end, 365 days of the year
I want your same ol' love
All I want to you is keep on loving you
I want your same ol' love
Slowly, love me
All is forsaken, I love the love we're making
Cause it's truly lovely
It'll never leave you, you'll know I need you baby
From beginning to end, 365 days of the year
I want your same ol' love
All I want to you is keep on loving you
I want your same ol' love
From beginning to end, 365 days of the year
I want your same ol' love
All I want to you is keep on loving you
I want your same ol' love",happy
Enya,Caribbean Blue,"Eurus
Afer Ventus
So the world goes round and round
With all you ever knew
They say the sky high above
Is Caribbean blue
If every man says all he can
If every man is true
Do I believe the sky above
Is Caribbean blue
Boreas
Zephryus
If all you told was turned to gold
If all you dreamed was new
Imagine sky high above
In Caribbean blue",relaxed
Natalie Cole,This Will Be,"Believe me, Natalie
Listen Natalie
This is your last chance to find
A go-go dance to disco now
Please believe me, Natalie
Listen Natalie
This is your last chance to find
A go-go dance to disco now

Forget what they said in Soho
Leave the oh-no's out
And believe me, Natalie
Listen Natalie
This is your last chance

There is an old cliche
Under your Monet painting
Remember the arch of roses
Right above your couch
Forget what they said in Soho
Leave the oh-no's out
Yes, there is an old cliche
Under your Monet painting
You left the station now to the floor
With speculation, what was it for?
In that old hallway
Moses, why don't you say
You've been away for a long time

Believe me, Natalie
This is your last chance
To find a go-go
Forget what they said in Soho
And walk away
If my dreams for us can't get you through
Just one more day
It's alright by me

God help me somehow
There's no time for survival left
The time is now...
Cause this might be your last chance
To disco, oh-oh",happy
Avenged Sevenfold,Scream,"Caught up in this madness too blind to see
Woke animal feelings in me
Took over my sense and I lost control
I'll taste your blood tonight

You know I make you wanna scream
You know I make you wanna run from me baby
but know it's too late you've wasted all your time, yeah

Relax while you're closing your eyes to me
So warm as I'm setting you free
With your arms by your side there's no struggling
Pleasure's all mine this time

You know I make you wanna scream
You know I make you wanna run from me baby
but know it's too late you've wasted all your time

Cherishing, those feelings pleasuring
Cover me, unwanted clemency
Scream till there's silence
Scream while there's life left, vanishing
Scream from the pleasure unmask your desire
perishing

We've all had a time where we've lost control
We've all had our time to grow
I'm hoping I'm wrong but I know I'm right
I'll hunt again one night

You know I make you wanna scream
You know I make you wanna run from me baby
but know it's too late you've wasted all your time

Cherishing, those feelings pleasuring
Cover me, unwanted clemency
Scream till there's silence
Scream while there's life left, vanishing
Scream from the pleasure unmask your desire
perishing

Some live repressing their instinctive feelings
Protest the way we're built don't point the blame on me

Scream, Scream, Scream the way you would
if I ravaged your body
Scream, Scream, Scream the way you would
if I ravaged your mind

Cherishing, those feelings pleasuring
Cover me, unwanted clemency
Scream till there's silence
Scream while there's life left, vanishing
Scream from the pleasure unmask your desire
perishing",angry
Metallica,Holier Than Thou,"No more!
The crap rolls out your mouth again
Haven't changed, your brain is still gelatin
Little whispers circle around your head
Why don't you worry about yourself instead

Who are you? Where ya been? Where ya from?
Gossip is burning on the tip of your tongue
You lie so much you believe yourself
Judge not lest ye be judged yourself

Holier than thou
You are
Holier than thou
You are

You know not

Before you judge me take a look at you
Can't you find something better to do
Point the finger, slow to understand
Arrogance and ignorance go hand in hand

It's not who you are it's who you know
Others lives are the basis of your own
Burn your bridges build them back with wealth
Judge not lest ye be judged yourself

Holier than thou
You are
Holier than thou
You are

You know not

Yeah
Who the hell are you?

Hey you

Holier than thou
You are
Holier than thou
You are

You know not
Know not
",sad
Hail The Villain,Take Back The Fear,"What I believe is all that I am
Take it away, I'm only a man
Back from the dead and now it appears
I'll be the one to take back the fear

Kill or be killed, that isn't me
Maybe it's you dying to be
Somebody else. Man of the year
But I am the one to take back the fear

(chorus)
Don't want anything taken away
(Someone, anyone)
Taken away from me
It's all that I believe

Message of hate, fading away
My love and my failures  one in the same
Now that I'm back, painfully clear
But I'll be the one to take back the fear

(Chorus x2)
When it seems that everything was all a dream
Everything's not what it seems
Even I cannot believe in me easily",angry
Sick Puppies,Street Fighter ,"Let�s do this

Faking falls
Stop and stall
Take it all
Fact is I�m taking mine
I�m taking mine

Time is up
Out of luck
Should've stood up when you had the time
But you�re out of time

Let�s do this (fight, fight, fight�)
Lock and load
Rock and roll
Bitch it's all over
You�re going down
You�re going down

Get ready to settle the score
And get ready to face the floor
'Cause it's time to remember it (war)

This is war
And it�s on tonight
So get up and fight
Get up and fight
You had all your life
To run and hide
Now step up, now step up
Let�s do this

Sat around
Going down
How about a little reaction, man?
You can barely stand
Bitch slap, slow attack
Man, that was practically suicide
Next in line

(Go)
Fight [X8]

Get ready to settle the score
And get ready to face the floor
'Cause its time to remember it (war)

This is war
And it�s on tonight
So get up and fight
Get up and fight
You had all your life
To run and hide
Now step up, now step up
Let�s do this

'Cause we�re all about ready to break
And we�re all about ready to break
Yeah we�re all about ready to break
Yeah we�re all about ready to break

This is war
And it never ends
So get up, get up, get up, get up!

You had all your life
To run and hide
Step up, so step up

This is war (and it never ends)
This is war (and it never ends)
This is war
Let�s do this
Let�s do this
Let�s do this
Fight [X7]
Let�s do this

",angry
Flyleaf,I'm So Sick,"I will break into your thoughts
With what's written on my heart
I will break, break

I'm so sick
Infected with where I live
Let me live without this
Empty bliss
Selfishness
I'm so sick
I'm so sick

If you want more of this
We can push out, sell out, die out
So you'll shut up
And stay sleeping
With my screaming in your itching ears

I'm so sick
Infected with where I live
Let me live without this
Empty bliss
Selfishness
I'm so sick
I'm so sick

Hear it, I'm screaming it
You're heeding to it now

Hear it! I'm screaming it
You tremble at this sound

You sink into my clothes
And this invasion
Makes me feel
Worthless, hopeless, sick

I'm so sick
Infected with where I live
Let me live without this
Empty bliss
Selfishness
I'm so
I'm so sick

I'm so sick
Infected with where I live
Let me live without this
Empty bliss, selfishness
I'm so
I'm so sick
I'm so
I'm so sick",sad
Nirvana,You Know You're Right,"I will never bother you
I will never promise to
I will never follow you
I will never bother you
Never say a word again
I will crawl away for good
I will move away from here
You won't be afraid of fear
No thought was put into this
I always knew it would come to this
Things have never been so swell
And I have never failed to fail
Pain
Pain
Pain
You know you're right
You know you're right
You know you're right
It's so warm and calm inside
I no longer have to hide
There's talk about someone else
Sterling silver begins to melt
Nothin' really bothers her
She just wants to love herself
I will move away from here
You won't be afraid of fear
No thought was put into this
I always knew it'd come to this
Things have never been so swell
And I have never failed to fail
Pain
Pain
Pain
Pain
Pain
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know your rights
You know your rights
You know your rights
You know your rights
You know your rights
Pain",angry
Three Days Grace,Home,"I�ll be coming home
Just to be alone
Cause I know you�re not there
And I know that you don�t care
I can hardly wait to leave this place

No matter how hard I try
You�re never satisfied
This is not a home
I think I�m better off alone
You always disappear
Even when you�re here
This is not my home
I think I�m better off alone
Home, home, this house is not a
Home, home, this house is not a home

By the time you come home
I�m already stoned
You turn off the TV
And you scream at me
I can hardly wait
Till you get off my case

No matter how hard I try
You�re never satisfied
This is not a home
I think I�m better off alone
You always disappear
Even when you�re here
This is not my home
I think I�m better off alone
Home, home, this house is not a
Home, home, this house is not a

Home, home, this house is not a
Home, home, this house is not a home

I�m better off alone

No matter how hard I try
You�re never satisfied
This is not a home
I think I�m better off alone
You always disappear
Even when you�re here
This is not my home
I think I�m better off alone
Home, home, this house is not a
Home, home, this house is not a

Home, home, this house is not a
Home, home, this house is not a home",relaxed
Three Days Grace,Animal I Have Become,"I can't escape this hell
So many times I've tried
But I'm still caged inside
Somebody get me through this nightmare
I can't control myself
So what if you can see the darkest side of me?
No one would ever change this animal I have become
And help me believe it's not the real me
Somebody help me tame this animal
(This animal, this animal)
I can't escape myself
(I can't escape myself)
So many times I've lied
(So many times I've lied)
But there's still rage inside
Somebody get me through this nightmare
I can't control myself
So what if you can see the darkest side of me?
No one would ever change this animal I have become
And we believe it's not the real me
Somebody help me tame this animal I have become
And we believe it's not the real me
Somebody help me tame this animal
Somebody help me through this nightmare
I can't control myself
Somebody wake me from this nightmare
I can't escape this hell
(This animal, this animal, this animal
This animal, this animal, this animal, this animal)
So what if you can see the darkest side of me?
No one will ever change this animal I have become
And we believe it's not the real me
Somebody help me tame this animal I have become
And we believe it's not the real me
Somebody help me tame this animal
(This animal I have become)",angry
Breaking Benjamin,Until The End,"So clever,
Whatever,
I'm done with these endeavors.
Alone I walk the winding way.
(Here I stay)
It's over,
No longer,
I feel it growing stronger.
I'll live to die another day,
Until I fade away.

[Chorus:]
Why give up, why give in?
It's not enough, it never is.
So I will go on until the end.
We've become desolate.
It's not enough, it never is.
But I will go on until the end.

Surround me,
It's easy
To fall apart completely.
I feel you creeping up again.
(In my head)
It's over,
No longer,
I feel it growing colder.
I knew this day would come to end,
So let this life begin.

[Chorus]

I've lost my way.
I've lost my way, but I will go on until the end.

Living is hard enough
Without you fucking up.

[Chorus]

I've lost my way.
I've lost my way, but I will go on until the end.

U-uh, u-uh

The final fight I'll win,
The final fight I'll win,
The final fight I'll win,
But I will go on until the end.",angry
Disturbed,The Game,"Tell me exactly
What am I supposed to do?
Now that I have
Allowed you to beat me
Do you think that we could play another game?
Maybe I can win this time?
I kind of like
The misery you put me through
Darling, you can trust me completely
If you even try to look the other way,
I think that I could kill this time
Rah rah
Rah rah
It doesn't really seem
I'm getting through to you
Though I see you weeping so sweetly
I think that you might have to take another taste
A little bit of hell this time
Rah rah
Lie to me
Rah rah
Lie to me
Is she not right?
Is she insane?
Will she now run for her life
In the battle that ends this day?
Is she not right?
Is she insane?
Will she now run for her life
Now that she lied to me
You always wanted people to remember you
To leave your little mark on society
Don't you know your wish
Is coming true today?
Another victim dies tonight
Rah rah
Lie to me
Rah rah
Lie to me
Is she not right?
Is she insane?
Will she now run for her life
In the battle that ends this day?
Is she not right?
Is she insane?
Will she now run for her life
Now that she lied to me
Ramidi ma ma ba di ma
Ramidi ma ma din do
Ramidi ma ma ba di ma
Ramidi ma ma ba di mo
Ramidi ma ma ba di ma
Ramidi ma ma din do
Ramidi ma ma ba di ma
Ramidi ma ma ba di mo
Ramidi ma ma ba di ma
Ramidi ma ma din do
Ramidi ma ma ba di ma
Ramidi ma ma ba di mo
Is she really telling lies again?
Doesn't she realize she's in danger?
Eeyow
Is she not right?
Is she insane?
Will she now run for her life
In the battle that ends this day?
Is she not right?
Is she insane?
Will she now run for her life
Now that she lied to me
The little bitch,
She went and she told a lie
Now she will never tell another
A lie
The little bitch,
She went and she told a lie
Never fucking lie to me",angry
Metallica,Seek And Destroy,"Alright

We�re scanning the scene in the city tonight
We�re looking for you to start up a fight
There�s an evil feeling in our brains
But it�s nothing new, you know it drives us insane

Running
On our way
Hiding
You will pay
Dying
One thousand deaths
Running
On our way
Hiding
You will pay
Dying
One thousand deaths

Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy

There is no escape and that�s for sure
This is the end, we won't take any more
Say goodbye to the world you live in
You�ve always been taking but now you�re giving

Running
On our way
Hiding
You will pay
Dying
One thousand deaths
Running
On our way
Hiding
You will pay
Dying
One thousand deaths

Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy

Our brains are on fire with the feeling to kill
And it won't go away until our dreams are fulfilled
There is only one thing on our minds
Don�t try running away �cause you�re the one we will find

Running
On our way
Hiding
You will pay
Dying
One thousand deaths
Running
On our way
Hiding
You will pay
Dying
One thousand deaths

Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy",angry
Red,Death Of Me,"I should have seen those signs all around me
But I was comfortable inside these wounds
So go ahead and take another piece of me, now
While we all bow down to you

You tear me down
And then you pick me up
You take it all
And still it�s not enough
You try to tell me
You can heal me
But I�m still bleeding
And you�ll be the death of me

How can you end my affliction
If you�re the sickness and I�m the cure?
Too long I�ve faked this addiction
Another sacrifice to make us pure

You tear me down
And then you pick me up
You take it all
And still it�s not enough
You try to tell me
You can heal me
But I�m still bleeding
And you�ll be the death of me

You tear me down
And then you pick me up
You take it all
And still it�s not enough
You try to tell me
You can heal me
But I�m still bleeding
And you�ll be the death of me

I won�t forget
I cannot forget this
I won�t forget
I�ll never forget this
I won�t forget
I cannot forget this
I won�t forget
I�ll never forget this

I won�t forget
I cannot forget this
I won�t forget
I�ll never forget this
I won�t forget
I cannot forget this
I won�t forget
I�ll never forget

You know I can never prove this solution
You aren�t the one that I thought you were
And so I learn to embrace this illusion
The line that separates
It starts to blur

You tear me down
And then you pick me up
You take it all
And say it�s not enough
You try to tell me
You can heal me
But I�m still bleeding
And you�ll be the death of me
And you�ll be the death of me

I will not forget
I cannot forget this
And you�ll be the death of me",sad
The Prodigy,Breathe,"Breathe with me

Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Come play my game
Inhale, inhale. You're the victim
Come play my game
Exhale, exhale, exhale

Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Come play my game
Inhale, inhale. You're the victim
Come play my game
Exhale, exhale, exhale

Breathe with me
Breathe with me

Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Come play my game
Inhale, inhale. You're the victim
Come play my game
Exhale, exhale, exhale

Breathe with me

Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Come play my game
Inhale, inhale. You're the victim
Come play my game
Exhale, exhale, exhale",angry
Smashing Pumpkins,Disarm,"Disarm you with a smile
And cut you like you want me to
Cut that little child
Inside of me and such a part of you
Ooh, the years burn

I used to be a little boy
So old in my shoes
And what i choose is my choice
What's a boy supposed to do?
The killer in me is the killer in you
My love
I send this smile over to you

Disarm you with a smile
And leave you like they left me here
To wither in denial
The bitterness of one who's left alone
Ooh, the years burn
Ooh, the years burn, burn, burn

I used to be a little boy
So old in my shoes
And what I choose is my voice
What's a boy supposed to do?
The killer in me is the killer in you
My love
I send this smile over to you

The killer in me is the killer in you
Send this smile over to you
The killer in me is the killer in you
Send this smile over to you
The killer in me is the killer in you
Send this smile over to you

",angry
Soundgarden,Rusty Cage,"You wired me awake
And hit me with a hand of broken nails
You tied my lead and pulled my chain
To watch my blood begin to boil
But I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run
Too cold to start a fire
I'm burning diesel burning dinosaur bones
I'll take the river down to still water
And ride a pack of dogs
I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run
Hits like a Phillips head
Into my brain
It's gonna be too dark
To sleep again
Cutting my teeth on bars
And rusty chains, I'm gonna break my
Rusty cage and run
When the forest burns
Along the road
Like God's eyes
In my headlights
When the dogs are looking
For their bones
And it's raining icepicks
On your steel shawl
I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run",sad
Silverchair,Tomorrow,"It's twelve o'clock and it's a wonderful day
I know you hate me but I'll ask anyway
Won't you come with me to a place in a little town
The only way to get there's to go straight down
There's no bathroom and there is no sink
The water out of the tap is very hard to drink
Very hard to drink
You wait til tomorrow
You wait til tomorrow
You say that money isn't everything
But I'd like to see you live without it,
You think you can keep on going living like a king,
Oohh babe, but I strongly doubt it,
Very hard to drink,
Very hard to drink,
You gonna wait too, fat boy,
Fat boy, wait til tomorrow,
You gonna wait too, fat boy,
Fat boy, wait til tomorrow,
You, wait til tomorrow,
You, wait til tomorrow,
You gonna wait too, fat boy,
Fat boy, wait til tomorrow,
You gonna wait too, fat boy,
Fat boy, wait til tomorrow.",sad
Rage Against The Machine,Bombtrack,"Ughh!
Hey yo, it's just another bombtrack...ughh!
Hey yo, it's just another bombtrack...yeah!
It goes a-1, 2, 3...

Hey yo, it's just another bombtrack
And suckas be thinkin' that they can fade this
But I'm gonna drop it at a higher level
'Cause I'm inclined to stoop down
Hand out some beat-downs
Cold runna train on punk ho's that
Think they run the game

But I learned to burn that bridge and delete
Those who compete...at a level that's obsolete
Instead I warm my hands upon the flames of the flag
As I recall our downfall
And the business that burned us all
See through the news and the views that twist reality

Enough
I call the bluff
Fuck Manifest destiny

Landlords and power whores
On my people they took turns
Dispute the suits I ignite
And then watch 'em burn

With the thoughts from a militant mind
Hardline, hardline after hardline

Landlords and power whores
On my people they took turns
Dispute the suits I ignite
And then watch 'em burn

Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn

Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn

It goes a-1, 2, 3
Another funky radical bombtrack
Started as a sketch in my notebook
And now dope hooks make punks take another look
My thoughts ya hear and ya begin to fear
That ya card will get pulled if ya interfere

With the thoughts from a militant militant mind
Hardline, hardline after hardline

Landlords and power whores
On my people they took turns
Dispute the suits I ignite
And then watch 'em burn

Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn

Ughh
Hey yo, it's just another bombtrack
Yeah
Ughh

Check it out

Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn!
",angry
Taio Cruz,Dirty Picture ,"I could dream of ways to see you
I could close my eyes to dream
I could fantasize about you
Tell the world what I believe

But whenever I'm not with you
It's so hard for me to see
I need to see a picture of you
A special picture just for me, yeah

So take a dirty picture for me
Take a dirty picture
Just take a dirty picture for me
Take a dirty picture

Just send the dirty picture to me
Send the dirty picture
Just send the dirty picture to me
Send the dirty picture, picture, picture, picture, picture

Snap, snap, uh

Whenever you are gone
I just wanna be wit' ya
Please don't get me wrong
I just wanna see a picture

Take a dirty picture for me
Take a dirty picture
Take a dirty picture for me
Take a dirty picture

Whenever you are gone
I just wanna be wit' ya
Please don't get me wrong
I just wanna see your picture

Take a dirty picture for me
Take a dirty picture
Take a dirty picture for me
Take a dirty picture

The dream of ways to see you
I could close my eyes to dream
Fantasize about this with you
But the way is never seen, oh

Take a dirty picture for me
Take a dirty picture
Take a dirty picture for me
Take a dirty picture

Just send the dirty picture to me
Send the dirty picture
Send the dirty picture to me
Send the dirty picture

Uh, snap, snap, snap

Whenever you are gone
I just wanna be wit' ya
Please don't get me wrong
I just wanna see your picture

Take a dirty picture for me
Take a dirty picture
Take a dirty picture for me
Take a dirty picture

When you're all alone, boy
I got something to give ya
Will ya play along
If I take a dirty picture

I'll take a dirty picture for ya
Take a dirty picture
I'll take a dirty picture for ya
Take a dirty picture

Take a dirty picture for me
Take a dirty picture
Take a dirty picture for me
Take a dirty picture

Send the dirty picture to me
Send the dirty picture
Send the dirty picture to me
Send the dirty picture, picture, picture, picture

Snap, uh, snap, snap
Click, click, snap",sad
